timestamp,condition_id,market_name,price,current_price,volume_24hr,liquidity
2025-07-21T11:01:36.668900,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
2025-07-22T11:01:36.668908,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.069233716,0.0005,3483969.7906940067,1845279.67576
2025-07-23T11:01:36.668910,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.08457778,0.0005,3483969.7906940067,1845279.67576
2025-07-24T11:01:36.668911,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.054058537,0.0005,3483969.7906940067,1845279.67576
2025-07-25T11:01:36.668913,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
2025-07-26T11:01:36.668914,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
2025-07-27T11:01:36.668916,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.044624154,0.0005,3483969.7906940067,1845279.67576
2025-07-28T11:01:36.668917,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.16344465,0.0005,3483969.7906940067,1845279.67576
2025-07-29T11:01:36.668919,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.09093742,0.0005,3483969.7906940067,1845279.67576
2025-07-30T11:01:36.668920,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.17640999,0.0005,3483969.7906940067,1845279.67576
2025-07-31T11:01:36.668922,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.22299322,0.0005,3483969.7906940067,1845279.67576
2025-08-01T11:01:36.668923,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.19074689,0.0005,3483969.7906940067,1845279.67576
2025-08-02T11:01:36.668925,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.088245824,0.0005,3483969.7906940067,1845279.67576
2025-08-03T11:01:36.668926,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.11921551,0.0005,3483969.7906940067,1845279.67576
2025-08-04T11:01:36.668927,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.058321565,0.0005,3483969.7906940067,1845279.67576
2025-08-05T11:01:36.668929,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.017109286,0.0005,3483969.7906940067,1845279.67576
2025-08-06T11:01:36.668930,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.034746807,0.0005,3483969.7906940067,1845279.67576
2025-08-07T11:01:36.668932,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.02133477,0.0005,3483969.7906940067,1845279.67576
2025-08-08T11:01:36.668933,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
2025-08-09T11:01:36.668934,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.03249232,0.0005,3483969.7906940067,1845279.67576
2025-08-10T11:01:36.668936,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.032701638,0.0005,3483969.7906940067,1845279.67576
2025-08-11T11:01:36.668937,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.024752894,0.0005,3483969.7906940067,1845279.67576
2025-08-12T11:01:36.668939,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.02878489,0.0005,3483969.7906940067,1845279.67576
2025-08-13T11:01:36.668940,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
2025-08-14T11:01:36.668942,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.041356876,0.0005,3483969.7906940067,1845279.67576
2025-08-15T11:01:36.668943,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,Lakers vs. Thunder,0.01,0.0005,3483969.7906940067,1845279.67576
