timestamp,condition_id,market_name,price,current_price,volume_24hr,liquidity
2025-07-21T11:14:10.157314,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-07-22T11:14:10.157323,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-07-23T11:14:10.157326,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-07-24T11:14:10.157327,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.011155245,0.0025,1875524.9730000002,2324450.00222
2025-07-25T11:14:10.157329,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-07-26T11:14:10.157331,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.02474263,0.0025,1875524.9730000002,2324450.00222
2025-07-27T11:14:10.157333,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.0122360615,0.0025,1875524.9730000002,2324450.00222
2025-07-28T11:14:10.157334,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.0213111,0.0025,1875524.9730000002,2324450.00222
2025-07-29T11:14:10.157336,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.035184376,0.0025,1875524.9730000002,2324450.00222
2025-07-30T11:14:10.157338,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.0133565,0.0025,1875524.9730000002,2324450.00222
2025-07-31T11:14:10.157339,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-01T11:14:10.157341,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.020170873,0.0025,1875524.9730000002,2324450.00222
2025-08-02T11:14:10.157343,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-03T11:14:10.157345,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-04T11:14:10.157346,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-05T11:14:10.157348,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-06T11:14:10.157350,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-07T11:14:10.157352,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-08T11:14:10.157353,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.011192374,0.0025,1875524.9730000002,2324450.00222
2025-08-09T11:14:10.157355,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-10T11:14:10.157357,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-11T11:14:10.157358,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.014755589,0.0025,1875524.9730000002,2324450.00222
2025-08-12T11:14:10.157360,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.027323473,0.0025,1875524.9730000002,2324450.00222
2025-08-13T11:14:10.157362,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.027094375,0.0025,1875524.9730000002,2324450.00222
2025-08-14T11:14:10.157364,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.02444672,0.0025,1875524.9730000002,2324450.00222
2025-08-15T11:14:10.157365,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-16T11:14:10.157367,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-17T11:14:10.157369,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-18T11:14:10.157370,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-19T11:14:10.157372,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-20T11:14:10.157375,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-21T11:14:10.157377,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.019029263,0.0025,1875524.9730000002,2324450.00222
2025-08-22T11:14:10.157380,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.019708142,0.0025,1875524.9730000002,2324450.00222
2025-08-23T11:14:10.157394,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.0153179,0.0025,1875524.9730000002,2324450.00222
2025-08-24T11:14:10.157398,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.020803677,0.0025,1875524.9730000002,2324450.00222
2025-08-25T11:14:10.157400,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.012039811,0.0025,1875524.9730000002,2324450.00222
2025-08-26T11:14:10.157402,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.016377043,0.0025,1875524.9730000002,2324450.00222
2025-08-27T11:14:10.157403,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-28T11:14:10.157405,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-29T11:14:10.157407,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01785456,0.0025,1875524.9730000002,2324450.00222
2025-08-30T11:14:10.157408,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-08-31T11:14:10.157410,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.012322728,0.0025,1875524.9730000002,2324450.00222
2025-09-01T11:14:10.157412,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.014392659,0.0025,1875524.9730000002,2324450.00222
2025-09-02T11:14:10.157414,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.018897876,0.0025,1875524.9730000002,2324450.00222
2025-09-03T11:14:10.157415,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.013191489,0.0025,1875524.9730000002,2324450.00222
2025-09-04T11:14:10.157417,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-09-05T11:14:10.157419,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.020417621,0.0025,1875524.9730000002,2324450.00222
2025-09-06T11:14:10.157420,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.032266665,0.0025,1875524.9730000002,2324450.00222
2025-09-07T11:14:10.157422,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01904953,0.0025,1875524.9730000002,2324450.00222
2025-09-08T11:14:10.157424,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-09-09T11:14:10.157425,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.01,0.0025,1875524.9730000002,2324450.00222
2025-09-10T11:14:10.157427,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.019256862,0.0025,1875524.9730000002,2324450.00222
2025-09-11T11:14:10.157429,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.021400789,0.0025,1875524.9730000002,2324450.00222
2025-09-12T11:14:10.157431,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,Will Iraq win the 2026 FIFA World Cup?,0.030365001,0.0025,1875524.9730000002,2324450.00222
